start_ip,end_ip,asn,name,domain
31.58.255.0,31.58.255.255,AS16589,PorterTech Consulting LLC,portertech.ai
31.59.0.0,31.59.9.255,AS9009,M247 Europe SRL,m247.com
31.59.10.0,31.59.10.255,AS28753,Leaseweb Deutschland GmbH,leaseweb.com
31.59.12.0,31.59.12.255,AS834,IPXO LLC,ipxo.com
31.59.13.0,31.59.13.255,AS397423,Tier.Net Technologies LLC,tier.net
31.59.14.0,31.59.14.255,AS834,IPXO LLC,ipxo.com
31.59.15.0,31.59.15.255,AS205544,Leaseweb UK Limited,leaseweb.com
31.59.16.0,31.59.17.255,AS834,IPXO LLC,ipxo.com
31.59.18.0,31.59.18.255,AS397423,Tier.Net Technologies LLC,tier.net
31.59.19.0,31.59.19.255,AS834,IPXO LLC,ipxo.com
31.59.20.0,31.59.21.255,AS205544,Leaseweb UK Limited,leaseweb.com
31.59.22.0,31.59.23.255,AS834,IPXO LLC,ipxo.com
31.59.24.0,31.59.24.255,AS397423,Tier.Net Technologies LLC,tier.net
31.59.25.0,31.59.26.255,AS834,IPXO LLC,ipxo.com
31.59.27.0,31.59.28.255,AS205544,Leaseweb UK Limited,leaseweb.com
31.59.29.0,31.59.32.255,AS834,IPXO LLC,ipxo.com
31.59.33.0,31.59.33.255,AS205544,Leaseweb UK Limited,leaseweb.com
31.59.34.0,31.59.34.255,AS7018,"AT&T Services, Inc.",att.com
31.59.35.0,31.59.35.255,AS202656,XServer Europe,xserver.ua
31.59.36.0,31.59.39.255,AS25369,Hydra Communications Ltd,bandwidth.co.uk
31.59.40.0,31.59.43.255,AS834,IPXO LLC,ipxo.com
31.59.44.0,31.59.47.255,AS25369,Hydra Communications Ltd,bandwidth.co.uk
31.59.48.0,31.59.58.255,AS834,IPXO LLC,ipxo.com
31.59.59.0,31.59.59.255,AS400529,"Infraly, LLC",infraly.co
31.59.60.0,31.59.229.255,AS834,IPXO LLC,ipxo.com
31.59.230.0,31.59.230.255,AS211567,Bitwise Yazilim Internet Ve Ticaret Limited Sirketi,bitwise.com.tr
31.59.231.0,31.59.239.255,AS834,IPXO LLC,ipxo.com
31.59.240.0,31.59.243.255,AS61138,Zappie Host LLC,zappiehost.com
31.59.244.0,31.59.245.255,AS834,IPXO LLC,ipxo.com
31.59.246.0,31.59.247.255,AS9009,M247 Europe SRL,m247.com
31.59.248.0,31.59.255.255,AS133296,Web Werks India Pvt. Ltd.,webwerks.in
31.60.0.0,31.63.255.255,AS5617,Orange Polska Spolka Akcyjna,orange.pl
31.84.0.0,31.85.255.255,AS2856,British Telecommunications PLC,bt.com
31.90.0.0,31.94.255.255,AS2856,British Telecommunications PLC,bt.com
31.96.0.0,31.96.255.255,AS2856,British Telecommunications PLC,bt.com
31.97.0.0,31.103.255.255,AS12576,EE Limited,ee.co.uk
31.104.0.0,31.104.255.255,AS2856,British Telecommunications PLC,bt.com
31.105.0.0,31.107.255.255,AS12576,EE Limited,ee.co.uk
31.108.0.0,31.111.255.255,AS6871,Plusnet,plus.net
31.112.0.0,31.115.255.255,AS2856,British Telecommunications PLC,bt.com
31.116.0.0,31.116.255.255,AS12576,EE Limited,ee.co.uk
31.117.0.0,31.121.255.255,AS2856,British Telecommunications PLC,bt.com
31.122.0.0,31.124.255.255,AS12576,EE Limited,ee.co.uk
31.125.0.0,31.125.255.255,AS6871,Plusnet,plus.net
31.126.0.0,31.127.255.255,AS2856,British Telecommunications PLC,bt.com
31.128.0.0,31.128.31.255,AS56515,OXYNET sp. z o.o.,oxynet.pl
31.128.32.0,31.128.35.255,AS9002,RETN Limited,retn.net
31.128.36.0,31.128.47.255,AS198610,Beget LLC,beget.com
31.128.56.0,31.128.59.255,AS215457,DCS LLC,dcs.ru
31.128.60.0,31.128.60.255,AS215719,Unibank OJSC,unibank.am
31.128.61.0,31.128.61.255,AS215818,B4Com Technologies LLC,b4com.tech
31.128.62.0,31.128.62.255,AS215688,MODUM-TRANS LLC,modumtrans.ru
31.128.63.0,31.128.63.255,AS58136,"OOO RGTS ""Parus""",rgtsparus.ru
31.128.64.0,31.128.64.255,AS42041,CJSC Joint Stock Insurance Company INGO Ukraine,ingo.ua
31.128.65.0,31.128.65.255,AS15785,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",datagroup.ua
31.128.66.0,31.128.66.255,AS212821,Comfy Trade LLC,comfy.ua
31.128.67.0,31.128.67.255,AS211455,Viyskova Chastyna 2428,dpsu.gov.ua
31.128.68.0,31.128.95.255,AS3326,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",datagroup.ua
31.128.96.0,31.128.111.255,AS49162,NetEasy LLC,neteasy.cloud
31.128.112.0,31.128.127.255,AS174,Cogent Communications,cogentco.com
31.128.128.0,31.128.159.255,AS51032,LLC POWERNET,com.ru
31.128.160.0,31.128.173.255,AS48919,UACITY Ltd.,uacity.net
31.128.174.0,31.128.174.255,AS56465,Therecom Ltd,therecom.net
31.128.175.0,31.128.175.255,AS48919,UACITY Ltd.,uacity.net
31.128.176.0,31.128.179.255,AS44019,Spetsnet Ltd.,altanet.pl.ua
31.128.180.0,31.128.181.255,AS41360,NEOCOM Ltd.,neocom.net.ua
31.128.182.0,31.128.182.255,AS56465,Therecom Ltd,therecom.net
31.128.183.0,31.128.183.255,AS60334,V.N.Karazin Kharkiv National University,univer.kharkov.ua
31.128.184.0,31.128.191.255,AS50648,PE UAinet,uainet.net
31.128.192.0,31.128.199.255,AS48738,Teleset ltd.,telecet.ru
31.128.204.0,31.128.223.255,AS48738,Teleset ltd.,telecet.ru
31.128.224.0,31.128.241.255,AS20714,Merlin Telecom,merlin.ua
31.128.242.0,31.128.243.255,AS210541,PE Khvostneko Oleksii,delfi.net.ua
31.128.244.0,31.128.245.255,AS208139,FOP Avator Myhaylo Mykolayovych,avator.ua
31.128.246.0,31.128.247.255,AS203008,"Unicast, Ltd.",merlin.ua
31.128.248.0,31.128.251.255,AS208139,FOP Avator Myhaylo Mykolayovych,avator.ua
31.128.252.0,31.128.252.255,AS203016,Ruban Oleh,opticon.net.ua
31.128.253.0,31.128.254.255,AS42719,FOP Churilova Marta Mykhaylivna,live.ru
31.128.255.0,31.128.255.255,AS20714,Merlin Telecom,merlin.ua
31.129.0.0,31.129.20.255,AS41789,LLC Teledyne Systems Limited,tsl.ru
31.129.21.0,31.129.21.255,AS39238,OKB PROGRESS LLC,okbprogress.ru
31.129.22.0,31.129.22.255,AS215540,GLOBAL CONNECTIVITY SOLUTIONS LLP,globconnex.com
31.129.23.0,31.129.29.255,AS41789,LLC Teledyne Systems Limited,tsl.ru
31.129.31.0,31.129.31.255,AS41789,LLC Teledyne Systems Limited,tsl.ru
31.129.32.0,31.129.63.255,AS49505,JSC Selectel,selectel.com
31.129.64.0,31.129.95.255,AS51069,Volodymyr Shtark,dnepro.net
31.129.96.0,31.129.111.255,AS198610,Beget LLC,beget.com
31.129.114.0,31.129.114.255,AS42029,SECTOR ALARM TECH AS,sectoralarm.com
31.129.115.0,31.129.115.255,AS210942,SECTOR ALARM TECH AS,sectoralarm.com
31.129.116.0,31.129.116.255,AS199169,SECTOR ALARM TECH AS,sectoralarm.com
31.129.120.0,31.129.120.255,AS34453,Wilhelm Burg GmbH trading as Beresa GmbH & Co. KG,beresa.de
31.129.121.0,31.129.121.255,AS59822,Paul Cullen trading as 'MVZ Medizinisches Labor Muenster GbR',labor-muenster.de
31.129.122.0,31.129.122.255,AS48347,JSC Mediasoft ekspert,mtw.ru
31.129.123.0,31.129.123.255,AS212128,"LLC ""HORIZON""",horizon-tele.com
31.129.124.0,31.129.124.255,AS58207,JSC Polyus Krasnoyarsk,polyus.com
31.129.125.0,31.129.125.255,AS8681,JT (Jersey) Limited,jtglobal.com
31.129.126.0,31.129.127.255,AS204117,OOO WestCall Ltd.,west-call.com
31.129.128.0,31.129.159.255,AS51669,Home Computer Networks ltd.,tvhost.ru
31.129.160.0,31.129.191.255,AS24872,MAGNUS NG LLC,magnus.net.ua
31.129.192.0,31.129.223.255,AS47286,OTS Ltd.,ots-net.ru
31.129.224.0,31.129.229.255,AS50130,FOP Samoilenko Igor Olegovich,syndicate.net.ua
31.129.230.0,31.129.230.255,AS51803,Info Space Plus Ltd.,dataline.ua
31.129.232.0,31.129.235.255,AS50012,"LLC ""BEST-LINK""",bestlink.in.ua
31.129.236.0,31.129.243.255,AS56716,IE Didyk Dmitriy Sergeyevich,xat.net.ua
31.129.244.0,31.129.246.255,AS207422,Melnychenko Oleksandr Viktorovych,i.ua
31.129.247.0,31.129.247.255,AS197501,Michkovskiy Ruslan,kyivlink.com
31.129.248.0,31.129.249.255,AS50392,LLC Campus Networks,campus-rv.net
31.129.250.0,31.129.250.255,AS205513,FOP Chumakova Olena Leonidivna,foryou.net.ua
31.129.251.0,31.129.251.255,AS50012,"LLC ""BEST-LINK""",bestlink.in.ua
31.129.252.0,31.129.255.255,AS50130,FOP Samoilenko Igor Olegovich,syndicate.net.ua
31.130.0.0,31.130.31.255,AS51032,LLC POWERNET,com.ru
31.130.32.0,31.130.63.255,AS49583,Kom lan Ltd,degunino.net
31.130.64.0,31.130.95.255,AS15673,Teleseti Plus Ltd.,teleseti.com
31.130.96.0,31.130.111.255,AS56709,Spoldzielnia Telekomunikacyjna WIST w Lace,wist.com.pl
31.130.112.0,31.130.117.255,AS52043,"LLC ""Multiservice""",taiget.ru
31.130.118.0,31.130.119.255,AS205922,Bitrek LLC,bitrek.net
31.130.120.0,31.130.127.255,AS56676,OOO Modern Communication Systems,pokrov.net
31.130.128.0,31.130.135.255,AS34602,MEGASVYAZ LLC,starlink.ru
31.130.136.0,31.130.136.255,AS215947,Grazhdanin LLP,grazhdanin.kz
31.130.137.0,31.130.137.255,AS56701,"LLC ""AVANTA TELECOM""",avanta-telecom.ru
31.130.138.0,31.130.138.255,AS215455,GENERAL IT RUS LLC,g-i-t.ru
31.130.139.0,31.130.139.255,AS215394,JSC IVA Partners,iva.partners
31.130.140.0,31.130.143.255,AS207986,LLC OZON BANK,ozon.ru
31.130.144.0,31.130.151.255,AS34602,MEGASVYAZ LLC,starlink.ru
31.130.156.0,31.130.157.255,AS49107,"""Telko"" CJSC",telko.ru
31.130.158.0,31.130.158.255,AS204898,OOO Avantelecom,avantelecom.ru
31.130.159.0,31.130.159.255,AS199866,Dnevnik.ru Ltd.,dnevnik.ru
31.130.160.0,31.130.167.255,AS56747,"Nelson Services, s.r.o.",nelson.sk
31.130.168.0,31.130.175.255,AS214945,Ministerstvo zahranicnich veci Ceske Republiky,mzv.cz
31.130.176.0,31.130.180.255,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net
31.130.181.0,31.130.181.255,AS39650,Atrin Information & Communications Technology Company PJS,atrinnet.net
31.130.182.0,31.130.183.255,AS56749,Roshangaran Ertebatat Rayaneh PJSC,rer.co.ir
31.130.184.0,31.130.191.255,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net
31.130.192.0,31.130.199.255,AS57123,OOO Garant,
31.130.200.0,31.130.207.255,AS56740,DataHata Ltd,datahata.by
31.130.209.0,31.130.209.255,AS201284,Devexperts GmbH,devexperts.de
31.130.216.0,31.130.223.255,AS39507,Biznes Swiatlowodem Sp. z o.o.,swiatlowodem.pl
31.130.240.0,31.130.241.255,AS2856,British Telecommunications PLC,bt.com
31.130.242.0,31.130.243.255,AS206273,Global Router LLC,globalrouter.net
31.130.244.0,31.130.245.255,AS209854,Cyberzone S.A.,cyberzonehub.com
31.130.246.0,31.130.247.255,AS206273,Global Router LLC,globalrouter.net
31.130.248.0,31.130.255.255,AS51158,Mobile Trend Ltd,mtrend.ru
31.131.0.0,31.131.6.255,AS43588,IM Level 7 SRL,ihost.md
31.131.8.0,31.131.11.255,AS6282,Fiber Optical Network LLC,fiberopticalnetwork.com
31.131.12.0,31.131.15.255,AS9009,M247 Europe SRL,m247.com
31.131.16.0,31.131.31.255,AS56851,PE Skurykhin Mukola Volodumurovuch,vps.ua
31.131.32.0,31.131.39.255,AS12700,"Komertsiyno Virobnitcha Firma ""VEKTOR""",martun.net
31.131.40.0,31.131.43.255,AS56940,SC TECHNOLOGICAL SRL,technological.ro
31.131.44.0,31.131.45.255,AS56887,SC TECHNOLOGICAL SRL,technological.ro
31.131.46.0,31.131.47.255,AS56940,SC TECHNOLOGICAL SRL,technological.ro
31.131.48.0,31.131.63.255,AS199936,Uniwersytet Przyrodniczy w Lublinie,lublin.pl
31.131.64.0,31.131.79.255,AS43936,PE Zinstein Hariton Vladimirovich,evpanet.com
31.131.80.0,31.131.87.255,AS56889,TTC Radiotechnika LTD,sevencom.ru
31.131.88.0,31.131.91.255,AS202280,NBI SIA,nbi.lv
31.131.92.0,31.131.95.255,AS8359,MTS PJSC,mts.ru
31.131.96.0,31.131.127.255,AS41871,"LLC ""Radiotechichna Laboratoriya""",multinet.ua
31.131.128.0,31.131.138.255,AS48595,IE Parhomenko Aleksey Aleksandrovich,newline.in.ua
31.131.139.0,31.131.139.255,AS52213,LLC DONETSK FIBER-OPTICAL NETWORK,exstream.net.ua
31.131.140.0,31.131.141.255,AS44710,TRK Sirius LTD,org.ru
31.131.142.0,31.131.143.255,AS214109,TK Alfa IP LLC,
31.131.144.0,31.131.159.255,AS43319,GP Internet Ltd.,gpinternet.ru
31.131.160.0,31.131.163.255,AS51474,SC TECHNOLOGICAL SRL,technological.ro
31.131.164.0,31.131.167.255,AS50437,SC TECHNOLOGICAL SRL,technological.ro
31.131.168.0,31.131.175.255,AS20670,Sylwester Kus trading as InfaNET,infanet.pl
31.131.176.0,31.131.183.255,AS56909,TD PR ARLU S.A,telepuertoreal.com
31.131.184.0,31.131.187.255,AS206904,"LLC ""Citilink""",citilink.ru
31.131.188.0,31.131.189.255,AS15830,Equinix (EMEA) Acquisition Enterprises B.V.,equinix.com
31.131.190.0,31.131.191.255,AS56917,DalTech Ltd,daltech.ru
31.131.192.0,31.131.195.255,AS202717,TELESET LLC,teleset.plus
31.131.196.0,31.131.199.255,AS9049,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.131.200.0,31.131.207.255,AS50543,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.131.208.0,31.131.223.255,AS50498,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.131.224.0,31.131.239.255,AS56933,Datagram s.r.o.,datagram.sk
31.131.240.0,31.131.247.255,AS12874,Fastweb SpA,fastweb.it
31.131.248.0,31.131.251.255,AS49505,JSC Selectel,selectel.com
31.131.252.0,31.131.253.255,AS50340,JSC Selectel,selectel.com
31.131.254.0,31.131.255.255,AS49505,JSC Selectel,selectel.com
31.132.0.0,31.132.7.255,AS42831,UK Dedicated Servers Limited,ukservers.com
31.132.8.0,31.132.11.255,AS15576,NTS workspace AG,nts.ch
31.132.12.0,31.132.12.255,AS719,Elisa Oyj,elisa.fi
31.132.16.0,31.132.31.255,AS57294,Internet Expert s.r.o.,internetexpert.cz
31.132.32.0,31.132.33.255,AS211609,OKKO LLC,okko.tv
31.132.40.0,31.132.43.255,AS204326,GATE T1 SRL,gatet1.it
31.132.48.0,31.132.51.255,AS210144,ZADEA SRL,zadea.it
31.132.52.0,31.132.52.255,AS1239,Sprint,sprint.net
31.132.53.0,31.132.53.255,AS7015,"Comcast Cable Communications, LLC",comcast.com
31.132.54.0,31.132.55.255,AS7018,"AT&T Services, Inc.",att.com
31.132.56.0,31.132.56.255,AS42695,Cleura AB,cleura.com
31.132.58.0,31.132.58.255,AS42695,Cleura AB,cleura.com
31.132.60.0,31.132.63.255,AS10557,"Connect Northwest Internet Services, LLC",cnw.com
31.132.64.0,31.132.71.255,AS56945,NEANET Lukasz Lugowski,nea.net.pl
31.132.72.0,31.132.79.255,AS56956,Volkof-Inform Ltd.,stolitsa.it
31.132.80.0,31.132.95.255,AS206026,Kar-Tel LLC,beeline.kz
31.132.96.0,31.132.127.255,AS47438,Pskovline Ltd.,pskovline.ru
31.132.128.0,31.132.161.255,AS57044,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.132.162.0,31.132.163.255,AS56420,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.132.164.0,31.132.183.255,AS57044,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.132.184.0,31.132.187.255,AS56420,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.132.188.0,31.132.191.255,AS57044,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.132.192.0,31.132.199.255,AS209767,SAMTECO SERV SRL,samtecoserv.ro
31.132.200.0,31.132.207.255,AS56953,N.V. Nederlandse Gasunie,gasunie.nl
31.132.208.0,31.132.223.255,AS48481,KINGISEPP-ONLINE Ltd.,king-online.ru
31.132.224.0,31.132.239.255,AS51645,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.132.240.0,31.132.255.255,AS15774,"Limited Liability Company ""TTK-Svyaz""",ttk.ru
31.133.0.0,31.133.7.255,AS51290,BARTOSZ WASZAK trading as HOSTEAM S.C. TOMASZ GROSZEWSKI BARTOSZ WASZAK LUKASZ GROSZEWSKI,hosteam.pl
31.133.8.0,31.133.15.255,AS56624,Rtyne.net s.r.o.,rtyne.net
31.133.16.0,31.133.23.255,AS30838,"Jerzy Krempa ""Telpol"" PPMUE",telpol.net.pl
31.133.24.0,31.133.27.255,AS212238,Datacamp Limited,datacamp.co.uk
31.133.28.0,31.133.31.255,AS34744,GVM Sistem 2003 SRL,gvm.ro
31.133.32.0,31.133.35.255,AS204108,S.U.E. DPR Republic Operator of Networks,dpr.energy
31.133.36.0,31.133.37.255,AS59867,Optilink LLC,optilink.org
31.133.38.0,31.133.39.255,AS56766,Bahilov Ilya Vitalievich PE,host-lan.net.ua
31.133.40.0,31.133.42.255,AS52091,Level-MSK Ltd.,level-msk.com
31.133.43.0,31.133.43.255,AS61965,PE Ziyangirova Tetyana Volodymirovna,kirovskoe.net
31.133.44.0,31.133.45.255,AS44660,Umkast Media LLC,umkatv.ru
31.133.47.0,31.133.47.255,AS208435,Zverkov Sergey Aleksandrovich PE,zugres.net
31.133.48.0,31.133.55.255,AS202279,GYN DNR KOMTEL,rcz-dnr.ru
31.133.56.0,31.133.63.255,AS39089,"STATE UNITARY ENTERPRISE OF THE DONETSK PEOPLE'S REPUBLIC ""UGLETELECOM""",ugletele.com
31.133.64.0,31.133.79.255,AS48882,LLC Optima-East,ipcom.lg.ua
31.133.80.0,31.133.83.255,AS208324,NBTEL Downstream,nbtele.net
31.133.84.0,31.133.87.255,AS34549,meerfarbig GmbH & Co. KG,meerfarbig.net
31.133.88.0,31.133.89.255,AS62425,KuzeyDC,kuzeydc.com
31.133.90.0,31.133.91.255,AS208485,Nese Mala trading as Moon Dc,moondc.com
31.133.92.0,31.133.95.255,AS6830,Liberty Global B.V.,libertyglobal.com
31.133.96.0,31.133.97.255,AS48641,Syntegra Telecom LLC,syntegra.systems
31.133.100.0,31.133.100.255,AS44709,O.M.C. COMPUTERS & COMMUNICATIONS LTD,omc.co.il
31.133.101.0,31.133.101.255,AS25052,O.M.C. COMPUTERS & COMMUNICATIONS LTD,omc.co.il
31.133.102.0,31.133.103.255,AS44709,O.M.C. COMPUTERS & COMMUNICATIONS LTD,omc.co.il
31.133.104.0,31.133.111.255,AS197768,"FEDERAL STATE BUDGETARY EDUCATIONAL INSTITUTION OF HIGHER EDUCATION ""NOVOSIBIRSK STATE ARCHITECTURAL AND CONSTRUCTION UNIVERSITY (SIBSTRIN)""",sibstrin.ru
31.133.114.0,31.133.114.255,AS48964,"Private Enterprise ""Enterra""",enterra.dp.ua
31.133.115.0,31.133.115.255,AS56623,COHERENT LLC,
31.133.116.0,31.133.116.255,AS42489,Zemlyanoy Bogdan Olegovich,wlink.dp.ua
31.133.117.0,31.133.118.255,AS56623,COHERENT LLC,
31.133.119.0,31.133.119.255,AS48964,"Private Enterprise ""Enterra""",enterra.dp.ua
31.133.120.0,31.133.127.255,AS61152,Freedom House Ltd.,freedh.ru
31.133.193.0,31.133.199.255,AS9009,M247 Europe SRL,m247.com
31.133.200.0,31.133.207.255,AS57181,OOO RTK,rtk33.ru
31.133.208.0,31.133.223.255,AS50245,Serverel Inc.,serverel.com
31.133.224.0,31.133.255.255,AS47211,OOO Kolpinskie Internet-Seti,kolpinonet.ru
31.134.0.0,31.134.15.255,AS43444,Blockchain Network Solutions Ltd,blockchainnetworksolutions.co.uk
31.134.16.0,31.134.31.255,AS56592,Telewest Inet Ltd.,telewest.ru
31.134.32.0,31.134.47.255,AS51428,IRONNET Ltd.,ironnet.info
31.134.48.0,31.134.63.255,AS50467,Beskid Media Sp. z o.o.,beskidmedia.pl
31.134.64.0,31.134.95.255,AS202103,Lanet Network Ltd,gigatel.com.ua
31.134.96.0,31.134.103.255,AS56656,Detronics s.r.o.,detronics.sk
31.134.105.0,31.134.109.255,AS48323,PP Neiron Systems,ft.cv.ua
31.134.112.0,31.134.119.255,AS49561,"LLC ""VECHIR TELECOM""",vechir.ua
31.134.120.0,31.134.127.255,AS56668,FOP Demchuk Sergiy Olexandrovuch,simnet.kiev.ua
31.134.128.0,31.134.191.255,AS42668,"Nevalink, LLC",nevalink.net
31.134.192.0,31.134.199.255,AS35539,Information and Communication Technologies LLC,infolink.ru
31.134.200.0,31.134.207.255,AS51088,A2B IP B.V.,a2b-internet.com
31.134.208.0,31.134.215.255,AS56823,FOP Mulyavka Vyacheslav Aleksandrovich,city-net.net.ua
31.134.216.0,31.134.222.255,AS41030,Jaroslav Novotny,netopen.cz
31.134.224.0,31.134.241.255,AS20485,Joint Stock Company TransTeleCom,ttk.ru
31.134.242.0,31.134.245.255,AS15774,"Limited Liability Company ""TTK-Svyaz""",ttk.ru
31.134.246.0,31.134.247.255,AS20485,Joint Stock Company TransTeleCom,ttk.ru
31.134.248.0,31.134.255.255,AS15774,"Limited Liability Company ""TTK-Svyaz""",ttk.ru
31.135.1.0,31.135.1.255,AS9009,M247 Europe SRL,m247.com
31.135.2.0,31.135.2.255,AS42708,GleSYS AB,glesys.com
31.135.4.0,31.135.5.255,AS137409,GSL Networks Pty LTD,globalsecurelayer.com
31.135.6.0,31.135.6.255,AS205655,Zodoms International LLC,zodoms.com
31.135.7.0,31.135.7.255,AS9009,M247 Europe SRL,m247.com
31.135.8.0,31.135.15.255,AS29182,JSC IOT,aoiot.ru
31.135.16.0,31.135.31.255,AS56983,"SWIDMAN S.C. Mariusz Bzowski, Dariusz Drelich",swidman.pl
31.135.32.0,31.135.63.255,AS48327,Ray-Svyaz Ltd.,mycentra.ru
31.135.64.0,31.135.91.255,AS43865,Intek-M LLC,intek-m.ru
31.135.92.0,31.135.94.255,AS57456,Intek-Mytischi LLC,rosintek.net
31.135.95.0,31.135.95.255,AS43865,Intek-M LLC,intek-m.ru
31.135.96.0,31.135.127.255,AS42239,"Ltd. ""Cypher""",farline.net
31.135.128.0,31.135.159.255,AS20539,Technical Centre Radio Systems Ltd.,rs.net.ua
31.135.160.0,31.135.167.255,AS57718,"INM s. j. Tomasz Chomko, Mariusz Lisowski, Piotr Margol",inm.net.pl
31.135.168.0,31.135.175.255,AS29314,VECTRA S.A.,vectra.pl
31.135.179.0,31.135.179.255,AS200467,Oleksii Sharienkov,bk.ru
31.135.182.0,31.135.183.255,AS197960,"LIMITED LIABILITY COMPANY ""INTERNET SERVICE PROVIDER ""MEGA""",net.ru
31.135.184.0,31.135.191.255,AS59595,Teneta Telekom Ltd.,
31.135.192.0,31.135.207.255,AS57789,HomeNet Technologies Sp. z o.o.,home-net.pl
31.135.208.0,31.135.215.255,AS57016,Inform-Service TV Ltd.,istv.uz
31.135.216.0,31.135.223.255,AS51388,UAB Marsatas,marsatas.lt
31.135.224.0,31.135.239.255,AS44056,Trytek LLC,trytek.ru
31.135.240.0,31.135.243.255,AS56330,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.135.244.0,31.135.251.255,AS210109,"LLC ""Kurgan-Telecom""",kurgan-telecom.net
31.135.254.0,31.135.255.255,AS56330,"JSC ""ER-Telecom Holding""",ertelecom.ru
31.136.0.0,31.139.255.255,AS15480,Vodafone Libertel B.V.,vodafone.nl
31.140.0.0,31.140.255.255,AS16135,TURKCELL ILETISIM HIZMETLERI A.S.,turkcell.com
31.141.32.0,31.141.39.255,AS16135,TURKCELL ILETISIM HIZMETLERI A.S.,turkcell.com
31.141.48.0,31.141.95.255,AS16135,TURKCELL ILETISIM HIZMETLERI A.S.,turkcell.com
31.141.208.0,31.143.255.255,AS16135,TURKCELL ILETISIM HIZMETLERI A.S.,turkcell.com
31.144.0.0,31.144.255.255,AS21497,PrJSC VF UKRAINE,vodafone.ua
31.145.0.0,31.145.7.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.8.0,31.145.11.255,AS209154,GEBZE ORGANIZE SANAYI BOLGESI,gosb.com.tr
31.145.12.0,31.145.20.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.21.0,31.145.21.255,AS51585,Acibadem Saglik Hizmet ve Ticaret A.S,acibadem.com.tr
31.145.22.0,31.145.38.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.39.0,31.145.39.255,AS204209,BIZIM INTERNET VE BILISIM TEKNOLOJILERI SAN. VE TIC.LTD.STI.,biziminternet.com.tr
31.145.40.0,31.145.58.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.59.0,31.145.59.255,AS206409,Ingenico Odeme Sistem Cozumleri AS,ingenico.com.tr
31.145.60.0,31.145.60.255,AS60083,ASYA KATILIM BANKASI A.S,bankasya.com.tr
31.145.61.0,31.145.69.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.70.0,31.145.71.255,AS60096,Kyndryl Global Services Is ve Teknoloji Hizmetleri ve Ticaret Limited Sirketi,kyndryl.com
31.145.72.0,31.145.72.255,AS33830,Bankalararasi Kart Merkezi AS,bkm.com.tr
31.145.73.0,31.145.81.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.82.0,31.145.82.255,AS50875,NESS VERI ILETISIM TEKNOLOJILERI SAN. VE TIC A.S.,nessdc.com.tr
31.145.83.0,31.145.87.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.88.0,31.145.88.255,AS47185,Havaalani Isletme ve Havacilik Endustrileri,tskgv.org.tr
31.145.89.0,31.145.121.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.122.0,31.145.122.255,AS206806,TACIRLER YATIRIM MENKUL DEGERLER.A.S.,tacirler.com.tr
31.145.123.0,31.145.139.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.140.0,31.145.140.255,AS202557,MIGROS TICARET ANONIM SIRKETI,vodafone.net.tr
31.145.141.0,31.145.170.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.171.0,31.145.171.255,AS33830,Bankalararasi Kart Merkezi AS,bkm.com.tr
31.145.172.0,31.145.195.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.196.0,31.145.199.255,AS8386,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.200.0,31.145.207.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.208.0,31.145.209.255,AS8386,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.210.0,31.145.211.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.212.0,31.145.219.255,AS8386,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
31.145.220.0,31.145.220.255,AS15924,Vodafone Net Iletisim Hizmetler AS,vodafone.com.tr
